,Company_Name,ISIN,segment1,Type_Issue1,Sector,Total_No_Securities,Fresh_No_Securities,OFS_No_Securities,Issue_Open_Date,Issue_Close_Date,Times_subscribed,Face_Value,Premimum,Issue_Price,Issue_Size,Listing_Date,Anchor,QIB,Final_QIB,NII,RII,Market_Maker,Shareholder,Employee,Policy_Holders,Underwriter,Promoters_Contribution,Reservation_Portion,Net offer to public,State,Region,6(1) / (2),Industry,Segment,state_code,State1,Region1,Exchange,Designated_Exchange,Issue_Size_Bucket
476,Sangani Hospitals Limited,INE0OVI01010,SME,IPO,Private,3792000,3792000,0.0,2023-08-04,2023-08-08,4.25,10.0,30.0,40.0,15.17,2023-08-17,0,360000.0,360000,1620000,1620000,192000,0.0,0.0,0.0,0.0,0,192000,3600000,gujarat,Western,,Hospital,SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
477,SAR Televenture Limited,INE0PUC01020,SME,IPO,Private,4500000,4500000,0.0,2023-11-01,2023-11-03,287.84,2.0,53.0,55.0,24.75,2023-11-08,1272000,848000.0,2120000,650000,1500000,230000,0.0,0.0,0.0,0.0,0,230000,4270000,haryana,Northern,,Telecom - Infrastructure,SME,har,Haryana,Northern,NSE,NSE,≥ 10crore - < 50crore
478,Saroja Pharma Industries India Limited,INE0PCL01011,SME,IPO,Private,1084800,1084800,0.0,2023-08-31,2023-09-05,8.47,10.0,74.0,84.0,9.11,2023-09-13,0,0.0,0,152000,878400,54400,0.0,0.0,0.0,0.0,0,54400,1030400,maharashtra,Western,,Specialty Chemicals,SME,mah,Maharashtra,Western,NSE,NSE,≥ 5crore - < 10crore
479,Innovatus Entertainment Networks Limited,BSE,SME,IPO,Private,1548000,1548000,0.0,2023-07-25,2023-07-27,128,10.0,40.0,50.0,7.74,2023-08-04,0,0.0,0,420000,1050000,78000,0.0,0.0,0.0,0.0,0,78000,1470000,maharashtra,Western,,Other Consumer Services,SME,mah,Maharashtra,Western,BSE,BSE,≥ 5crore - < 10crore
480,SEACOAST SHIPPING SERVICES LIMITED,BSE,Main Board,Right,Private,202005000,202005000,0.0,2023-07-21,2023-08-02,1.3113,1.0,1.4,2.4,48.48,2023-08-17,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,gujarat,Western,,Logistics Solution Provider,Main Board,guj,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore
481,Netweb Technologies India Limited,INE0NT901020,Main Board,IPO,Private,12621000,4121000,8500000.0,2023-07-17,2023-07-19,89.75,2.0,498.0,500.0,631.0,2023-07-27,3780300,2520200.0,6300500,1890150,4410350,0,0.0,20000.0,0.0,0.0,0,20000,12601000,haryana,Northern,6(1),Computers Hardware & Equipments,Main Board,har,Haryana,Northern,NSE/BSE,BSE,≥ 500crore
482,SEPC Limited,INE964H01014,Main Board,Right,Private,49900000,49900000,0.0,2023-04-10,2023-04-24,110.65,10.0,0.0,10.0,49.9,2023-05-08,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,tamil nadu,Southern,,Civil Construction,Main Board,tam,Tamil Nadu,Southern,NSE/BSE,BSE,≥ 10crore - < 50crore
483,SEPC Limited,INE964H01014,Main Board,Right,Private,38384615,38384615,0.0,2023-12-06,2023-12-18,5.3216,10.0,3.0,13.0,49.89,2024-01-01,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,kerala,Southern,,Civil Construction,Main Board,ker,Kerala,Southern,NSE/BSE,BSE,≥ 10crore - < 50crore
484,Service Care Limited,INE0P1Q01015,SME,IPO,Private,3086000,3086000,0.0,2023-07-14,2023-07-18,5.91,10.0,57.0,67.0,20.68,2023-07-26,0,294000.0,294000,1318000,1318000,156000,0.0,0.0,0.0,0.0,0,156000,2930000,karnataka,Southern,,Diversified Commercial Services,SME,kar,Karnataka,Southern,NSE,NSE,≥ 10crore - < 50crore
485,Shanthala FMCG Products Limited,INE0Q9Q01017,SME,IPO,Private,1766400,1766400,0.0,2023-10-27,2023-10-31,5.48,10.0,81.0,91.0,16.07,2023-11-03,0,0.0,0,838800,838800,88800,0.0,0.0,0.0,0.0,0,88800,1677600,karnataka,Southern,,Cigarettes & Tobacco Products,SME,kar,Karnataka,Southern,NSE,NSE,≥ 10crore - < 50crore
486,ASARFI HOSPITAL LIMITED,BSE,SME,IPO,Private,5180000,5180000,0.0,2023-07-17,2023-07-19,198.56,10.0,42.0,52.0,26.94,2023-07-26,1476000,984000.0,2460000,738000,1722000,260000,0.0,0.0,0.0,0.0,0,260000,4920000,jharkhand,Eastern,,Hospital,SME,jha,Jharkhand,Eastern,BSE,BSE,≥ 10crore - < 50crore
487,SHARANAM INFRAPROJECT AND TRADING LIMITED,BSE,Main Board,Right,Private,70001400,70001400,0.0,2024-01-24,2024-02-02,10.939,1.0,0.0,1.0,7.00014,2024-02-09,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,gujarat,Western,,Trading & Distributors,Main Board,guj,Gujarat,Western,BSE,BSE,≥ 5crore - < 10crore
488,Share India Securities Limited,INE932X01018,Main Board,Right,Private,11486358,11486358,0.0,2023-03-09,2023-03-17,94.42,10.0,690.0,700.0,804.04506,2023-04-03,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,gujarat,Western,,Stockbroking & Allied,Main Board,guj,Gujarat,Western,NSE/BSE,NSE,≥ 500crore
489,Sharp Chucks and Machines Limited,INE460Q01014,SME,IPO,Private,2904000,975484,1928516.0,2023-09-29,2023-10-04,65.04,10.0,48.0,58.0,16.84,2023-10-12,0,0.0,0,1036000,1720000,148000,0.0,0.0,0.0,0.0,0,148000,2756000,punjab,Northern,,Castings & Forgings,SME,pun,Punjab,Northern,NSE,NSE,≥ 10crore - < 50crore
490,Sheetal Universal Limited,INE04VX01019,SME,IPO,Private,3400000,3400000,0.0,2023-12-04,2023-12-06,179.61,10.0,60.0,70.0,23.8,2023-12-11,0,0.0,0,1614000,1614000,172000,0.0,0.0,0.0,0.0,0,172000,3228000,gujarat,Western,,Other Agricultural Products,SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
491,AHASOLAR TECHNOLOGIES LIMITED,BSE,SME,IPO,Private,818400,818400,0.0,2023-07-10,2023-07-13,33.0215,10.0,147.0,157.0,12.85,2023-07-21,0,0.0,0,263200,512800,42400,0.0,0.0,0.0,0.0,0,42400,776000,gujarat,Western,,E-Retail/ E-Commerce,SME,guj,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore
492,Utkarsh Small Finance Bank Limited,INE735W01017,Main Board,IPO,Private,200000000,200000000,0.0,2023-07-12,2023-07-14,109.673,10.0,15.0,25.0,500.0,2023-07-21,89100000,59400000.0,148500000,29700000,19800000,0,0.0,2000000.0,0.0,0.0,0,2000000,198000000,uttar pradesh,Northern,6(2),Other Bank,Main Board,utt,Uttar Pradesh,Northern,NSE/BSE,NSE,≥ 500crore
493,Utkarsh Small Finance Bank Limited,INE735W01017,Main Board,IPO,Private,200000000,200000000,0.0,2023-07-12,2023-07-14,109.673,10.0,15.0,25.0,500.0,2023-07-21,89100000,59400000.0,148500000,29700000,19800000,0,0.0,2000000.0,0.0,0.0,0,2000000,198000000,uttar pradesh,Northern,6(2),Other Bank,Main Board,utt,Uttarakhand,Northern,NSE/BSE,NSE,≥ 500crore
494,SHRADDHA PRIME PROJECTS LTD,BSE,Main Board,Right,Private,15645700,15645700,0.0,2023-07-10,2023-07-24,0.2446,10.0,20.0,30.0,46.9371,2023-08-03,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,"Residential, Commercial Projects",Main Board,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
495,ACCELERATEBS INDIA LIMITED,BSE,SME,IPO,Private,632000,188800,443200.0,2023-07-06,2023-07-11,62.22,10.0,80.0,90.0,5.69,2023-07-19,0,0.0,0,240000,358400,33600,0.0,0.0,0.0,0.0,0,33600,598400,maharashtra,Western,,Computers - Software & Consulting,SME,mah,Maharashtra,Western,BSE,BSE,≥ 5crore - < 10crore
496,Shree OSFM E-Mobility Limited,INE02S501018,SME,IPO,Private,3784000,3784000,0.0,2023-12-14,2023-12-18,13.53,10.0,55.0,65.0,24.6,2023-12-21,0,0.0,0,1528000,2056000,200000,0.0,0.0,0.0,0.0,0,200000,3584000,maharashtra,Western,,Road Transport,SME,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
497,Shree Rama Multi-Tech Limited,INE879A01019,Main Board,Right,Private,70000000,70000000,0.0,2023-06-12,2023-06-26,1.23,5.0,4.0,9.0,63.0,2023-07-10,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,gujarat,Western,,Packaging,Main Board,guj,Gujarat,Western,NSE/BSE,BSE,≥ 50 crore - < 100crore
498,Kaka Industries Limited,BSE,SME,IPO,Private,3660000,3660000,0.0,2023-07-10,2023-07-12,271.30,10.0,48.0,58.0,21.23,2023-07-19,1038000,694000.0,1732000,522000,1214000,192000,0.0,0.0,0.0,0.0,0,192000,3468000,gujarat,Western,,Plastic Products - Industrial,SME,guj,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore
499,Shri Techtex Limited,INE0OMF01015,SME,IPO,Private,7400000,7400000,0.0,2023-07-26,2023-07-28,136.18,10.0,51.0,61.0,45.14,2023-08-04,2100000,1410000.0,3510000,1056000,2462000,372000,0.0,0.0,0.0,0.0,0,372000,7028000,gujarat,Western,,Plastic Products - Industrial,SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
500,ALPHALOGIC INDUSTRIES LIMITED,BSE,SME,IPO,Private,1341600,1341600,0.0,2023-07-03,2023-07-06,6.79,10.0,86.0,96.0,12.88,2023-07-14,0,0.0,0,478800,662400,67200,133200.0,0.0,0.0,0.0,0,200400,1141200,maharashtra,Western,,Other Industrial Products,SME,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
501,Senco Gold Limited,INE602W01019,Main Board,IPO,Private,12776025,8517350,4258675.0,2023-07-04,2023-07-06,76.7553,10.0,307.0,317.0,404.9999925,2023-07-14,3832807,2555205.0,6388012,1916404,4471609,0,0.0,0.0,0.0,0.0,0,0,12776025,west bengal,Northern,6(1),"Gems, Jewellery And Watches",Main Board,wes,West Bengal,Eastern,NSE/BSE,NSE,≥ 100 crore - < 500crore
502,Skipper Limited,INE439E01022,Main Board,Right,Private,10267021,10267021,0.0,2024-01-30,2024-02-08,17.722,1.0,193.0,194.0,199.1802074,2024-02-29,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,kolkata,Eastern,,Heavy Electrical Equipment,Main Board,kol,,,NSE/BSE,BSE,≥ 100 crore - < 500crore
503,Som Distilleries & Breweries Limited,INE480C01020,Main Board,Right,Private,3495952,3495952,0.0,2023-04-26,2023-05-11,132.27,5.0,135.0,140.0,48.9433,2023-05-26,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,delhi,Northern,,Breweries & Distilleries,Main Board,del,Delhi,Northern,NSE/BSE,BSE,≥ 10crore - < 50crore
504,Cyient DLM Limited,INE055S01018,Main Board,IPO,Private,22364653,22364653,0.0,2023-06-27,2023-06-30,70.7813,10.0,255.0,265.0,592.0,2023-07-10,9798113,6643705.0,16441818,3288362,2192241,0,0.0,442232.0,0.0,0.0,0,442232,21922421,telangana,Southern,6(2),Industrial Products,Main Board,tel,Telangana,Southern,NSE/BSE,NSE,≥ 500crore
505,Sotac Pharmaceuticals Limited,INE0O2D01012,SME,IPO,Private,3000000,3000000,0.0,2023-03-29,2023-04-03,1.47,10.0,101.0,111.0,33.3,2023-04-13,853200,570000.0,1423200,554400,872400,150000,0.0,0.0,0.0,0.0,0,150000,2850000,gujarat,Western,,Pharmaceuticals,SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
506,Spectrum Talent Management Limited,INE0OL001018,SME,IPO,Private,6077600,5185600,892000.0,2023-06-09,2023-06-14,13.59,10.0,163.0,173.0,105.14,2023-06-22,0,576000.0,576000,2598400,2599200,304000,0.0,0.0,0.0,0.0,0,304000,5773600,delhi,Northern,,Diversified Commercial Services,SME,del,Delhi,Northern,NSE,NSE,≥ 100 crore - < 500crore
507,Srivari Spices And Foods Limited,INE0ON201012,SME,IPO,Private,2142000,2142000,0.0,2023-08-07,2023-08-09,423.33,10.0,32.0,42.0,8.99,2023-08-18,606000,408000.0,1014000,306000,714000,108000,0.0,0.0,0.0,0.0,0,108000,2034000,telangana,Southern,,Other Food Products,SME,tel,Telangana,Southern,NSE,NSE,≥ 5crore - < 10crore
508,Sungarner Energies Limited,INE0O3O01017,SME,IPO,Private,640000,640000,0.0,2023-08-21,2023-08-23,136.38,10.0,73.0,83.0,5.31,2023-08-31,0,0.0,0,212800,369600,57600,0.0,0.0,0.0,0.0,0,57600,582400,delhi,Northern,,Other Electrical Equipment,SME,del,Delhi,Northern,NSE,NSE,≥ 5crore - < 10crore
509,Ideaforge Technology Limited,INE349Y01013,Main Board,IPO,Private,8441764,3572052,4869712.0,2023-06-26,2023-06-30,104.83,10.0,662.0,672.0,567.24,2023-07-07,3792894,2528596.0,6321490,1264297,842865,0,0.0,13112.0,0.0,0.0,0,13112,8428652,maharashtra,Western,6(2),Aerospace & Defense,Main Board,mah,Maharashtra,Western,NSE/BSE,NSE,≥ 500crore
510,Sunrest Lifescience Limited,INE0PLZ01012,SME,IPO,Private,1291200,1291200,0.0,2023-11-07,2023-11-09,56.58,10.0,74.0,84.0,10.85,2023-11-20,0,0.0,0,379200,846400,65600,0.0,0.0,0.0,0.0,0,65600,1225600,gujurat,Western,,Pharmaceuticals,SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
511,Supreme Power Equipment Limited,INE0QHG01026,SME,IPO,Private,7180000,7180000,0.0,2023-12-21,2023-12-26,181.22,10.0,55.0,65.0,46.67,2023-12-29,1870000,1250000.0,3120000,940000,2188000,932000,0.0,0.0,0.0,0.0,0,932000,6248000,tamil nadu,Southern,,Other Electrical Equipment,SME,tam,Tamil Nadu,Southern,NSE,NSE,≥ 10crore - < 50crore
512,VEEFIN SOLUTIONS LIMITED,BSE,SME,IPO,Private,5699200,2849600,2849600.0,2023-06-22,2023-06-26,2.94,10.0,72.0,82.0,46.73,2023-07-05,0,0.0,0,2705600,2705600,288000,0.0,0.0,0.0,0.0,0,288000,5411200,maharashtra,Western,,IT Enabled Services,SME,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
513,HMA Agro Industries Limited,INE0ECP01024,Main Board,IPO,Private,8205127,2564102,5641025.0,2023-06-20,2023-06-23,1.68,10.0,575.0,585.0,480.0,2023-07-04,2461537,1641025.0,4102562,1337015,2765550,0,0.0,0.0,0.0,0.0,0,0,8205127,uttar pradesh,Northern,6(1),Meat Products including Poultry,Main Board,utt,Uttar Pradesh,Northern,NSE/BSE,BSE,≥ 100 crore - < 500crore
514,HMA Agro Industries Limited,INE0ECP01024,Main Board,IPO,Private,8205127,2564102,5641025.0,2023-06-20,2023-06-23,1.68,10.0,575.0,585.0,480.0,2023-07-04,2461537,1641025.0,4102562,1337015,2765550,0,0.0,0.0,0.0,0.0,0,0,8205127,uttar pradesh,Northern,6(1),Meat Products including Poultry,Main Board,utt,Uttarakhand,Northern,NSE/BSE,BSE,≥ 100 crore - < 500crore
515,Synoptics Technologies Limited,INE0BTR01012,SME,IPO,Private,2280000,1480000,800000.0,2023-06-30,2023-07-05,1.66,10.0,227.0,237.0,54.036,2023-07-13,0,0.0,0,958200,1207800,114000,0.0,0.0,0.0,0.0,0,114000,2166000,maharashtra,Western,,IT Enabled Services,SME,mah,Maharashtra,Western,NSE,NSE,≥ 50 crore - < 100crore
516,Syschem (India) Ltd.,BSE,Main Board,Right,Private,7972600,7972600,0.0,2023-10-16,2023-10-27,14.816,10.0,30.0,40.0,31.89,2023-11-03,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,haryana,Northern,,Pharmaceuticals,Main Board,har,Haryana,Northern,BSE ,BSE,≥ 10crore - < 50crore
517,Cosmic CRF Limited,BSE,SME,IPO,Private,1822000,1822000,0.0,2023-06-14,2023-06-21,1.14,10.0,304.0,314.0,57.2108,2023-06-30,0,34400.0,34400,970400,726000,91200,0.0,0.0,0.0,0.0,0,91200,1730800,west bengal,Eastern,,Close,SME,wes,West Bengal,Eastern,BSE,BSE,≥ 50 crore - < 100crore
518,Bizotic Commercial Limited,BSE,SME,IPO,Private,2412000,2412000,0.0,2023-06-12,2023-06-15,2.32,10.0,165.0,175.0,42.21,2023-06-23,0,0.0,0,1145600,1145600,120800,0.0,0.0,0.0,0.0,0,120800,2291200,gujarat,Western,,Garments & Apparels,SME,guj,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore
519,Thaai Casting Limited,INE0QJL01014,SME,IPO,Private,6129600,6129600,0.0,2024-02-15,2024-02-19,268.8,10.0,67.0,77.0,47.19792,2024-02-23,1734400,1155200.0,2889600,868800,2024000,347200,0.0,0.0,0.0,0.0,0,347200,5782400,tamil nadu,Southern,,Auto Components & Equipments,SME,tam,Tamil Nadu,Southern,NSE,NSE,≥ 10crore - < 50crore
520,Transteel Seating Technologies Limited,INE0NVI01020,SME,IPO,Private,7140000,6784000,356000.0,2023-10-30,2023-11-01,46.7,10.0,60.0,70.0,49.98,2023-11-06,1860000,1350000.0,3210000,966000,2250000,714000,0.0,0.0,0.0,0.0,0,714000,6426000,karnataka,Southern,,"Furniture, Home Furnishing",SME,kar,Karnataka,Southern,NSE,NSE,≥ 10crore - < 50crore
521,Trident Techlabs Limited,INE0QD201012,SME,IPO,Private,4580000,4580000,0.0,2023-12-21,2023-12-26,807.96,10.0,25.0,35.0,16.03,2023-12-29,1204000,804000.0,2008000,664000,1548000,360000,0.0,0.0,0.0,0.0,0,360000,4220000,delhi,Northern,,Computers - Software & Consulting,SME,del,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore
522,Tridhya Tech Limited,INE0LWY01029,SME,IPO,Private,6288000,6288000,0.0,2023-06-30,2023-07-05,51.57,10.0,32.0,42.0,26.4096,2023-07-13,1431000,1554000.0,2985000,897000,2091000,315000,0.0,0.0,0.0,0.0,0,315000,5973000,gujarat,Western,,Diversified Commercial Services,SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
523,Sonalis Consumer Products Limited,BSE,SME,IPO,Private,944000,944000,0.0,2023-06-07,2023-06-09,52.12,10.0,20.0,30.0,2.832,2023-06-19,0,0.0,0,396000,496000,52000,0.0,0.0,0.0,0.0,0,52000,892000,maharashtra,Western,,Packaged Foods,SME,mah,Maharashtra,Western,BSE,BSE,< 5 crore
524,Udaipur Cement Works Limited,INE225C01029,Main Board,Right,Private,249127853,249127853,0.0,2023-06-21,2023-07-05,1.1254,4.0,14.0,18.0,448.4301354,2023-07-14,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,rajasthan,Northern,,Cement & Cement Products,Main Board,raj,Rajasthan,Western,BSE,BSE,≥ 100 crore - < 500crore
525,IKIO Lighting Limited,INE0LOJ01019,Main Board,IPO,Private,21280701,12280701,9000000.0,2023-06-06,2023-06-08,67.5373,10.0,275.0,285.0,606.5,2023-06-16,6384209,4256140.0,10640349,3192106,7448246,0,0.0,0.0,0.0,0.0,0,0,21280701,delhi,Northern,6(1),Consumer Electronics,Main Board,del,Delhi,Northern,NSE/BSE,BSE,≥ 500crore
526,Unihealth Consultancy Limited,INE0PRF01011,SME,IPO,Private,4284000,4284000,0.0,2023-09-08,2023-09-12,20.9,10.0,122.0,132.0,56.55,2023-09-21,1218000,815000.0,2033000,611000,1424000,216000,0.0,0.0,0.0,0.0,0,216000,4068000,maharashtra,Western,,Hospital,SME,mah,Maharashtra,Western,NSE,NSE,≥ 50 crore - < 100crore
527,Comrade Appliances Limited,BSE,SME,IPO,Private,2278000,2278000,0.0,2023-05-31,2023-06-05,71.27,10.0,44.0,54.0,12.3012,2023-06-13,648000,432000.0,1080000,326000,758000,114000,0.0,0.0,0.0,0.0,0,114000,2164000,maharashtra,Western,,Consumer Electronics,SME,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
528,Urban Enviro Waste Management Limited,INE0O0201019,SME,IPO,Private,1142400,920000,222400.0,2023-06-12,2023-06-14,239.67,10.0,90.0,100.0,11.42,2023-06-22,0,0.0,0,542400,542400,57600,0.0,0.0,0.0,0.0,0,57600,1084800,maharashtra,Western,,Waste Management,SME,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
529,CFF FLUID CONTROL LIMITED,BSE,SME,IPO,Private,5200000,5200000,0.0,2023-05-30,2023-06-02,1.95,10.0,155.0,165.0,85.8,2023-06-12,0,0.0,0,2469600,2469600,260800,0.0,0.0,0.0,0.0,0,260800,4939200,maharashtra,Western,,Aerospace & Defense,SME,mah,Maharashtra,Western,BSE,BSE,≥ 50 crore - < 100crore
530,Hemant Surgical Industries Limited,BSE,SME,IPO,Private,2760000,2760000,0.0,2023-05-24,2023-05-26,1.42,10.0,80.0,90.0,24.84,2023-06-05,782400,523200.0,1305600,393600,916800,144000,0.0,0.0,0.0,0.0,0,144000,2616000,maharashtra,Western,,Medical Equipment & Supplies,SME,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
531,Varanium Cloud Limited,INE0JOO01021,Main Board,Right,Private,4020574,4020574,0.0,2023-09-29,2023-10-06,115.09,5.0,118.0,123.0,49.46,2023-10-20,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Other Telecom Services,SME,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
532,Vasa Denticity Limited,INE0N5801013,SME,IPO,Private,4224000,3174000,1050000.0,2023-05-23,2023-05-25,67.22,10.0,118.0,128.0,54.0672,2023-06-02,1200000,802000.0,2002000,602000,1404000,216000,0.0,0.0,0.0,0.0,0,216000,4008000,delhi,Northern,,Medical Equipment & Supplies,SME,del,Delhi,Northern,NSE,NSE,≥ 50 crore - < 100crore
533,Vaxtex Cotfab Limited,INE098201036,Main Board,Right,Private,57462120,57462120,0.0,2023-08-07,2023-08-18,-,1.0,1.0,2.0,11.49,2023-09-07,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,gujarat,Western,,Other Textile Products,Main Board,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
534,Innokaiz India Limited,BSE,SME,IPO,Private,2713600,2713600,0.0,2023-04-28,2023-05-03,95.23,10.0,68.0,78.0,21.17,2023-05-11,772800,515200.0,1288000,387200,902400,136000,0.0,0.0,0.0,0.0,0,136000,2577600,tamil nadu,Southern,,Advertising & Media Agencies,SME,tam,Tamil Nadu,Southern,BSE,BSE,≥ 10crore - < 50crore
535,Mankind Pharma Limited,INE634S01028,Main Board,IPO,Private,40058844,0,40058844.0,2023-04-25,2023-04-27,15.298,1.0,1079.0,1080.0,4326.355,2023-05-09,12017652,9151842.0,21169494,6350850,12538500,0,0.0,0.0,0.0,0.0,0,0,40058844,delhi,Northern,6(1),Pharmaceuticals,Main Board,del,Delhi,Northern,NSE/BSE,NSE,≥ 500crore
536,Vilin Bio Med Limited,INE0L4V01013,SME,IPO,Private,4000000,4000000,0.0,2023-06-16,2023-06-21,2.66,10.0,20.0,30.0,12.0,2023-06-30,0,0.0,0,860000,2932000,208000,0.0,0.0,0.0,0.0,0,208000,3792000,telangana,Southern,,Pharmaceuticals,SME,tel,Telangana,Southern,NSE,NSE,≥ 10crore - < 50crore
537,Vinsys IT Services India Limited,INE0OSJ01014,SME,IPO,Private,3894000,3894000,0.0,2023-08-01,2023-08-04,81.53,10.0,118.0,128.0,49.84,2023-08-11,1108000,740000.0,1848000,556000,1295000,195000,0.0,0.0,0.0,0.0,0,195000,3699000,maharashtra,Western,,Education,SME,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
538,VINTAGE COFFEE AND BEVERAGES LIMITED,BSE,Main Board,Right,Private,34901136,34901136,0.0,2023-07-03,2023-07-10,1.2379,10.0,2.0,12.0,41.8813632,2023-07-19,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,telangana,Southern,,Trading & Distributors,Main Board,tel,Telangana,Southern,BSE,BSE,≥ 10crore - < 50crore
539,Vinyas Innovative Technologies Limited,INE0OLS01010,SME,IPO,Private,3312800,3312800,0.0,2023-09-27,2023-10-03,44.05,10.0,155.0,165.0,54.66,2023-10-06,943200,629600.0,1572800,472000,1101600,166400,0.0,0.0,0.0,0.0,0,166400,3146400,karnataka,Southern,,Industrial Products,SME,kar,Karnataka,Southern,NSE,NSE,≥ 50 crore - < 100crore
540,Retina Paints Limited,BSE,SME,IPO,Private,3700000,3700000,0.0,2023-04-19,2023-04-24,11.08,10.0,20.0,30.0,11.1,2023-05-03,0,0.0,0,1292000,2220000,188000,0.0,0.0,0.0,0.0,0,188000,3512000,telangana,Southern,,Paints,SME,tel,Telangana,Southern,BSE,BSE,≥ 10crore - < 50crore
541,Vishnusurya Projects and Infra Limited,INE0PQ001012,SME,IPO,Private,7350000,7350000,0.0,2023-09-29,2023-10-04,47.31,10.0,58.0,68.0,49.98,2023-10-10,0,0.0,0,3126000,3854000,370000,0.0,0.0,0.0,0.0,0,370000,6980000,tamil nadu,Southern,,Other Construction Materials,SME,tam,Tamil Nadu,Southern,NSE,NSE,≥ 10crore - < 50crore
542,Avalon Technologies Limited,INE0LCL01028,Main Board,IPO,Private,19839446,7339449,12499997.0,2023-04-03,2023-04-06,2.3,2.0,434.0,436.0,864.9998456,2023-04-18,8927751,8135357.0,17063108,1106394,1669944,0,0.0,0.0,0.0,0.0,0,0,19839446,tamil nadu,Southern,6(2),Other Electrical Equipment,Main Board,tam,Tamil Nadu,Southern,NSE/BSE,NSE,≥ 500crore
543,Sancode Technologies Limited,BSE,SME,IPO,Private,1095000,1095000,0.0,2023-03-31,2023-04-06,3.4,10.0,37.0,47.0,5.1465,2023-04-18,0,0.0,0,519000,519000,57000,0.0,0.0,0.0,0.0,0,57000,1038000,maharashtra,Western,,IT Enabled Services,SME,mah,Maharashtra,Western,BSE,BSE,≥ 5crore - < 10crore
544,Wise Travel India Limited,INE623Y01011,SME,IPO,Private,6441000,6441000,0.0,2024-02-12,2024-02-14,162.28,10.0,137.0,147.0,94.6827,2024-02-19,1785000,1205000.0,2990000,898000,2094000,438000,0.0,21000.0,0.0,0.0,A,459000,5982000,gujurat,Western,,Road Transport,SME,guj,Gujarat,Western,NSE,NSE,≥ 50 crore - < 100crore
545,Womancart Limited,INE0Q9601016,SME,IPO,Private,1112000,1112000,0.0,2023-10-16,2023-10-18,77.6,10.0,76.0,86.0,9.56,2023-10-27,0,0.0,0,465600,590400,56000,0.0,0.0,0.0,0.0,0,56000,1056000,delhi,Northern,,E-Retail/ E-Commerce,SME,del,Delhi,Northern,NSE,NSE,≥ 5crore - < 10crore
546,Yasons Chemex Care Limited,INE08S201019,SME,IPO,Private,5142000,5142000,0.0,2023-07-24,2023-07-26,54.37,10.0,30.0,40.0,20.57,2023-08-03,0,0.0,0,2013000,2859000,270000,0.0,0.0,0.0,0.0,0,270000,4872000,gujarat,Western,,Dyes And Pigments,SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
547,Exhicon Events Media Solutions Limited,BSE,SME,IPO,Private,3300000,3300000,0.0,2023-03-31,2023-04-05,1.71,10.0,54.0,64.0,21.12,2023-04-17,0,1484000.0,1484000,446000,1040000,330000,0.0,0.0,0.0,0.0,0,330000,2970000,maharshtra,Western,,Other Consumer Services,SME,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
